"Year","Month","Day","Sampling_date_order","plot","BA","DM","DO","DS","NA","OL","OT","PB","PE","PF","PH","PI","PL","PM","PP","RF","RM","RO","SF","SH","SO"
2012,4,21,22,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,4,21,22,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,4,21,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,4,21,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,4,21,22,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,4,21,22,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,6,16,23,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0
2012,6,16,23,2,0,4,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0
2012,6,16,23,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0
2012,6,16,23,8,0,4,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0
2012,6,16,23,9,0,7,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0
2012,6,16,23,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
2012,6,16,23,12,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2012,6,16,23,14,0,11,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2012,6,16,23,17,0,7,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0
2012,6,16,23,22,0,3,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0
2012,6,16,23,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0
2012,6,16,23,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
2012,6,16,23,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0
2012,6,16,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2012,6,16,23,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0
2012,6,16,23,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0
2012,6,16,23,20,0,0,0,0,0,0,2,3,2,0,0,0,0,0,7,0,0,0,0,0,0
2012,6,16,23,21,0,0,0,0,0,0,0,2,0,1,0,0,0,0,12,0,0,0,0,0,0
2012,6,16,23,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,6,16,23,7,0,0,3,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2012,6,16,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,6,16,23,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
2012,6,16,23,23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
2012,6,16,23,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
2012,7,28,24,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0
2012,7,28,24,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2012,7,28,24,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
2012,7,28,24,8,0,4,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0
2012,7,28,24,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2012,7,28,24,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
2012,7,28,24,12,0,3,2,0,0,0,0,1,1,0,0,0,0,0,15,0,0,0,0,0,0
2012,7,28,24,14,0,9,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0
2012,7,28,24,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
2012,7,28,24,22,0,5,0,0,0,0,0,4,1,0,0,0,0,0,7,0,0,0,0,0,0
2012,7,28,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
2012,7,28,24,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15,0,0,0,0,0,0
2012,7,28,24,13,0,0,0,0,0,0,0,6,0,1,0,0,0,0,14,0,0,0,0,0,0
2012,7,28,24,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0
2012,7,28,24,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2012,7,28,24,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0
2012,7,28,24,20,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0
2012,7,28,24,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0
2012,7,28,24,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
2012,7,28,24,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2012,7,28,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,7,28,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2012,7,28,24,23,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
2012,7,28,24,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
2012,8,18,25,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0
2012,8,18,25,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2012,8,18,25,4,0,3,0,0,0,0,0,1,0,1,0,0,0,0,22,0,0,0,0,0,0
2012,8,18,25,8,0,6,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0
2012,8,18,25,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2012,8,18,25,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2012,8,18,25,12,0,4,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2012,8,18,25,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2012,8,18,25,17,0,4,0,0,0,0,2,0,0,1,0,0,0,0,11,0,0,0,0,0,0
2012,8,18,25,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2012,8,18,25,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0
2012,8,18,25,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2012,8,18,25,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0
2012,8,18,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2012,8,18,25,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2012,8,18,25,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,1,0,0,0,0
2012,8,18,25,20,0,0,0,0,0,0,0,8,1,0,0,0,0,0,7,0,0,0,0,0,0
2012,8,18,25,21,0,0,0,0,0,0,0,3,1,1,0,0,0,0,11,0,0,0,0,0,0
2012,8,18,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2012,8,18,25,7,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,8,18,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2012,8,18,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2012,8,18,25,23,0,1,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0
2012,8,18,25,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
2012,9,15,26,1,0,3,0,0,0,0,2,0,1,0,0,0,0,0,7,0,0,0,0,0,0
2012,9,15,26,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2012,9,15,26,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0
2012,9,15,26,8,0,5,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0
2012,9,15,26,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,9,15,26,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2012,9,15,26,12,0,3,2,0,0,0,1,1,2,0,0,0,0,0,5,0,0,0,0,0,0
2012,9,15,26,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
2012,9,15,26,17,0,3,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2012,9,15,26,22,0,6,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0
2012,9,15,26,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0
2012,9,15,26,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,8,0,0,0,0,0,0
2012,9,15,26,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0
2012,9,15,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2012,9,15,26,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0
2012,9,15,26,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0
2012,9,15,26,20,0,0,0,0,0,0,0,5,1,0,0,0,0,0,8,0,0,0,0,0,0
2012,9,15,26,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0
2012,9,15,26,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0
2012,9,15,26,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,9,15,26,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
2012,9,15,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,9,15,26,23,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2012,9,15,26,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
2012,10,13,27,1,0,4,0,0,0,0,3,1,1,0,0,0,0,0,4,0,0,0,0,0,0
2012,10,13,27,2,0,3,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0
2012,10,13,27,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2012,10,13,27,8,0,5,0,0,0,1,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0
2012,10,13,27,9,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2012,10,13,27,11,0,8,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0
2012,10,13,27,12,0,5,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
2012,10,13,27,14,0,6,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2012,10,13,27,17,0,6,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2012,10,13,27,22,0,3,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,10,13,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2012,10,13,27,6,0,0,0,0,0,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0
2012,10,13,27,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0
2012,10,13,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2012,10,13,27,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,10,13,27,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0
2012,10,13,27,20,0,1,0,0,0,0,1,4,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,10,13,27,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0
2012,10,13,27,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
2012,10,13,27,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,10,13,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,10,13,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,10,13,27,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
2012,10,13,27,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2012,11,10,28,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,11,10,28,2,0,6,0,0,1,0,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0
2012,11,10,28,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,11,10,28,8,0,5,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,11,10,28,9,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,11,10,28,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,11,10,28,12,0,4,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2012,11,10,28,14,0,8,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,11,10,28,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,11,10,28,22,0,3,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,11,10,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
2012,11,10,28,6,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
2012,11,10,28,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,11,10,28,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,11,10,28,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
2012,11,10,28,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,11,10,28,20,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0
2012,11,10,28,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,11,10,28,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,11,10,28,7,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,11,10,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,11,10,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,11,10,28,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2012,11,10,28,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,12,8,29,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,12,8,29,2,0,7,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2012,12,8,29,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,12,8,29,8,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,12,8,29,9,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,12,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,14,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,22,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,12,8,29,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,6,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2012,12,8,29,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,19,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,12,8,29,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,7,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,8,29,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,1,0,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,2,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,4,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,8,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,9,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,12,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,14,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,17,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,22,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,21,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0
2013,1,12,30,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,12,30,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,2,0,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,8,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,9,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,2,16,31,12,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,22,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,6,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,2,16,31,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,2,16,31,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,20,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013,2,16,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,16,31,24,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,13,32,1,0,10,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,3,13,32,2,0,3,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,13,32,4,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,3,13,32,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2013,3,13,32,9,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,13,32,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,3,13,32,12,0,4,4,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
2013,3,13,32,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,13,32,17,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,3,13,32,22,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,13,32,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
2013,3,13,32,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2013,3,13,32,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2013,3,13,32,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2013,3,13,32,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,13,32,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,3,13,32,20,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0
2013,3,13,32,21,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0
2013,3,13,32,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
2013,3,13,32,7,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2013,3,13,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,13,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,13,32,23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,3,13,32,24,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,13,33,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2013,4,13,33,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2013,4,13,33,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2013,4,13,33,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2013,4,13,33,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,4,13,33,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2013,4,13,33,12,0,1,2,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0
2013,4,13,33,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,4,13,33,17,2,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2013,4,13,33,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2013,4,13,33,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2013,4,13,33,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0
2013,4,13,33,13,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
2013,4,13,33,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2013,4,13,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2013,4,13,33,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
